Country or territory of asylum or residence,Country or territory of origin,Year,Refugees*,Refugees assisted by UNHCR,Total refugees and people in refugee-like situations**,Total refugees and people in refugee-like situations assisted by UNHCR,Total Administrative Cost for Host Country
Paraguay,Venezuela (Bolivarian Republic of),2021,2020,8,2020,8,40400000
Peru,Bangladesh,2021,26,0,26,0,520000
Peru,Bolivia (Plurinational State of),2021,20,0,20,0,400000
Peru,Brazil,2021,5,0,5,0,100000
Peru,Cameroon,2021,20,0,20,0,400000
Peru,Colombia,2021,707,9,707,9,14140000
Peru,Cuba,2021,508,0,508,0,10160000
Peru,Dem. Rep. of the Congo,2021,8,0,8,0,160000
Peru,Dominican Rep.,2021,20,0,20,0,400000
Peru,El Salvador,2021,9,0,9,0,180000
Peru,Gambia,2021,5,0,5,0,100000
Peru,Ghana,2021,5,0,5,0,100000
Peru,Haiti,2021,84,0,84,0,1680000
Peru,India,2021,6,0,6,0,120000
Peru,Iran (Islamic Rep. of),2021,6,0,6,0,120000
Peru,Iraq,2021,42,0,42,0,840000
Peru,Nicaragua,2021,7,0,7,0,140000
Peru,Nigeria,2021,24,0,24,0,480000
Peru,State of Palestine,2021,41,0,41,0,820000
Peru,Syrian Arab Rep.,2021,47,0,47,0,940000
Peru,Turkey,2021,44,0,44,0,880000
Peru,Ukraine,2021,17,0,17,0,340000
Peru,Unknown/other,2021,15,0,15,0,300000
Peru,Venezuela (Bolivarian Republic of),2021,3229,296,3229,296,64580000
Kenya,Afghanistan,2021,13,13,13,13,260000
Philippines,Burundi,2021,13,0,13,0,260000
Philippines,Cambodia,2021,13,5,13,5,260000
Philippines,Cameroon,2021,34,18,34,18,680000
Philippines,China,2021,5,0,5,0,100000
Philippines,"Congo, Republic of",2021,5,5,5,5,100000
Philippines,Côte d'Ivoire,2021,28,14,28,14,560000
Philippines,Dem. Rep. of the Congo,2021,10,5,10,5,200000
Philippines,Eritrea,2021,21,9,21,9,420000
Philippines,Ethiopia,2021,5,0,5,0,100000
Philippines,Ghana,2021,5,0,5,0,100000
Philippines,Iran (Islamic Rep. of),2021,73,28,73,28,1460000
Philippines,Iraq,2021,55,12,55,12,1100000
Philippines,Lebanon,2021,5,5,5,5,100000
Philippines,Liberia,2021,5,0,5,0,100000
Philippines,Morocco,2021,5,5,5,5,100000
Philippines,Myanmar,2021,10,0,10,0,200000
Philippines,Nigeria,2021,6,5,6,5,120000
Philippines,Pakistan,2021,102,63,102,63,2040000
Philippines,Russian Federation,2021,5,0,5,0,100000
Philippines,Rwanda,2021,18,0,18,0,360000
Philippines,Somalia,2021,30,8,30,8,600000
Philippines,Sri Lanka,2021,18,8,18,8,360000
Philippines,State of Palestine,2021,60,20,60,20,1200000
Philippines,Stateless,2021,5,5,5,5,100000
Philippines,Sudan,2021,7,5,7,5,140000
Philippines,Syrian Arab Rep.,2021,130,50,130,50,2600000
Philippines,Thailand,2021,5,0,5,0,100000
Philippines,Turkey,2021,54,0,54,0,1080000
Philippines,United Arab Emirates,2021,6,5,6,5,120000
Philippines,Viet Nam,2021,17,0,17,0,340000
Philippines,Yemen,2021,30,6,30,6,600000
Madagascar,Afghanistan,2021,17,17,17,17,340000
Poland,Armenia,2021,5,0,5,0,100000
Poland,Azerbaijan,2021,10,0,10,0,200000
Poland,Bangladesh,2021,6,0,6,0,120000
Poland,Belarus,2021,398,0,398,0,7960000
Poland,Bosnia and Herzegovina,2021,7,0,7,0,140000
Poland,Central African Rep.,2021,5,0,5,0,100000
Poland,China,2021,17,0,17,0,340000
Poland,"Congo, Republic of",2021,6,0,6,0,120000
Poland,Cuba,2021,7,0,7,0,140000
Poland,Egypt,2021,40,0,40,0,800000
Poland,Eritrea,2021,5,0,5,0,100000
Poland,Ethiopia,2021,5,0,5,0,100000
Poland,Georgia,2021,5,0,5,0,100000
Poland,Guinea,2021,5,0,5,0,100000
Poland,Iran (Islamic Rep. of),2021,48,0,48,0,960000
Poland,Iraq,2021,113,0,113,0,2260000
Poland,Kazakhstan,2021,39,0,39,0,780000
Poland,Kyrgyzstan,2021,28,0,28,0,560000
Poland,Lao People's Dem. Rep.,2021,5,0,5,0,100000
Poland,Libya,2021,21,0,21,0,420000
Poland,Nepal,2021,7,0,7,0,140000
Poland,Nigeria,2021,7,0,7,0,140000
Poland,Pakistan,2021,29,0,29,0,580000
Poland,Russian Federation,2021,1100,0,1100,0,22000000
Poland,Rwanda,2021,5,0,5,0,100000
Poland,Sierra Leone,2021,7,0,7,0,140000
Poland,Somalia,2021,16,0,16,0,320000
Poland,Sri Lanka,2021,11,0,11,0,220000
Poland,State of Palestine,2021,5,0,5,0,100000
Poland,Stateless,2021,53,0,53,0,1060000
Poland,Syrian Arab Rep.,2021,239,0,239,0,4780000
Poland,Tajikistan,2021,134,0,134,0,2680000
Poland,Turkey,2021,187,0,187,0,3740000
Poland,Turkmenistan,2021,33,0,33,0,660000
Poland,Ukraine,2021,417,0,417,0,8340000
Poland,Uzbekistan,2021,16,0,16,0,320000
Poland,Venezuela (Bolivarian Republic of),2021,5,0,5,0,100000
Poland,Viet Nam,2021,5,0,5,0,100000
Poland,Yemen,2021,16,0,16,0,320000
Rep. of Moldova,Afghanistan,2021,20,20,20,20,400000
Portugal,Armenia,2021,5,0,5,0,100000
Portugal,Bangladesh,2021,6,0,6,0,120000
Portugal,Belarus,2021,16,0,16,0,320000
Portugal,Bosnia and Herzegovina,2021,10,0,10,0,200000
Portugal,Cameroon,2021,13,0,13,0,260000
Portugal,Central African Rep.,2021,8,0,8,0,160000
Portugal,Colombia,2021,33,0,33,0,660000
Portugal,"Congo, Republic of",2021,12,0,12,0,240000
Portugal,Côte d'Ivoire,2021,32,0,32,0,640000
Portugal,Cuba,2021,5,0,5,0,100000
Portugal,Dem. Rep. of the Congo,2021,55,0,55,0,1100000
Portugal,Eritrea,2021,201,0,201,0,4020000
Portugal,Ethiopia,2021,9,0,9,0,180000
Portugal,Gambia,2021,6,0,6,0,120000
Portugal,Guinea,2021,92,0,92,0,1840000
Portugal,Guinea-Bissau,2021,9,0,9,0,180000
Portugal,Iran (Islamic Rep. of),2021,44,0,44,0,880000
Portugal,Iraq,2021,221,0,221,0,4420000
Portugal,Kenya,2021,6,0,6,0,120000
Portugal,Libya,2021,15,0,15,0,300000
Portugal,Mali,2021,14,0,14,0,280000
Portugal,Morocco,2021,9,0,9,0,180000
Portugal,Nigeria,2021,23,0,23,0,460000
Portugal,Pakistan,2021,84,0,84,0,1680000
Portugal,Russian Federation,2021,24,0,24,0,480000
Portugal,Senegal,2021,5,0,5,0,100000
Portugal,Sierra Leone,2021,25,0,25,0,500000
Portugal,Somalia,2021,38,0,38,0,760000
Portugal,South Sudan,2021,35,0,35,0,700000
Portugal,Sri Lanka,2021,31,0,31,0,620000
Portugal,State of Palestine,2021,5,0,5,0,100000
Portugal,Stateless,2021,31,0,31,0,620000
Portugal,Sudan,2021,79,0,79,0,1580000
Portugal,Syrian Arab Rep.,2021,932,0,932,0,18640000
Portugal,Togo,2021,7,0,7,0,140000
Portugal,Turkey,2021,29,0,29,0,580000
Portugal,Uganda,2021,5,0,5,0,100000
Portugal,Ukraine,2021,443,0,443,0,8860000
Portugal,Yemen,2021,9,0,9,0,180000
Qatar,Egypt,2021,13,13,13,13,260000
Qatar,Iraq,2021,141,141,141,141,2820000
Qatar,Somalia,2021,7,7,7,7,140000
Qatar,Syrian Arab Rep.,2021,34,34,34,34,680000
Qatar,Yemen,2021,5,5,5,5,100000
Cuba,Afghanistan,2021,22,22,22,22,440000
Rep. of Korea,Algeria,2021,6,0,6,0,120000
Rep. of Korea,Angola,2021,5,0,5,0,100000
Rep. of Korea,Bangladesh,2021,128,0,128,0,2560000
Rep. of Korea,Burundi,2021,47,0,47,0,940000
Rep. of Korea,Cameroon,2021,22,0,22,0,440000
Rep. of Korea,China,2021,50,0,50,0,1000000
Rep. of Korea,Côte d'Ivoire,2021,38,0,38,0,760000
Rep. of Korea,Dem. Rep. of the Congo,2021,62,0,62,0,1240000
Rep. of Korea,Egypt,2021,55,0,55,0,1100000
Rep. of Korea,Eritrea,2021,10,0,10,0,200000
Rep. of Korea,Ethiopia,2021,164,0,164,0,3280000
Rep. of Korea,Ghana,2021,7,0,7,0,140000
Rep. of Korea,Iran (Islamic Rep. of),2021,61,0,61,0,1220000
Rep. of Korea,Iraq,2021,28,0,28,0,560000
Rep. of Korea,Jordan,2021,7,0,7,0,140000
Rep. of Korea,Kazakhstan,2021,5,0,5,0,100000
Rep. of Korea,Kenya,2021,5,0,5,0,100000
Rep. of Korea,Liberia,2021,12,0,12,0,240000
Rep. of Korea,Libya,2021,15,0,15,0,300000
Rep. of Korea,Mali,2021,7,0,7,0,140000
Rep. of Korea,Morocco,2021,5,0,5,0,100000
Rep. of Korea,Myanmar,2021,394,5,394,5,7880000
Rep. of Korea,Nepal,2021,5,0,5,0,100000
Rep. of Korea,Nigeria,2021,13,0,13,0,260000
Rep. of Korea,Pakistan,2021,112,5,112,5,2240000
Rep. of Korea,Russian Federation,2021,13,0,13,0,260000
Rep. of Korea,Somalia,2021,5,0,5,0,100000
Rep. of Korea,Sri Lanka,2021,8,0,8,0,160000
Rep. of Korea,State of Palestine,2021,8,0,8,0,160000
Rep. of Korea,Sudan,2021,31,5,31,5,620000
Rep. of Korea,Syrian Arab Rep.,2021,1249,0,1249,0,24980000
Rep. of Korea,Thailand,2021,10,0,10,0,200000
Rep. of Korea,Uganda,2021,38,0,38,0,760000
Rep. of Korea,Ukraine,2021,14,0,14,0,280000
Rep. of Korea,United Rep. of Tanzania,2021,5,0,5,0,100000
Rep. of Korea,Uzbekistan,2021,9,0,9,0,180000
Rep. of Korea,Yemen,2021,808,5,808,5,16160000
Brazil,Afghanistan,2021,145,24,145,24,2900000
Rep. of Moldova,Armenia,2021,15,15,15,15,300000
Rep. of Moldova,Azerbaijan,2021,5,5,5,5,100000
Rep. of Moldova,Iraq,2021,17,17,17,17,340000
Rep. of Moldova,Kyrgyzstan,2021,11,11,11,11,220000
Rep. of Moldova,Libya,2021,5,5,5,5,100000
Rep. of Moldova,Russian Federation,2021,5,5,5,5,100000
Rep. of Moldova,State of Palestine,2021,5,5,5,5,100000
Rep. of Moldova,Sudan,2021,9,9,9,9,180000
Rep. of Moldova,Syrian Arab Rep.,2021,190,190,190,190,3800000
Rep. of Moldova,Tajikistan,2021,8,8,8,8,160000
Rep. of Moldova,Turkey,2021,63,63,63,63,1260000
Rep. of Moldova,Turkmenistan,2021,5,5,5,5,100000
Rep. of Moldova,Ukraine,2021,30,30,30,30,600000
Rep. of Moldova,Uzbekistan,2021,9,9,9,9,180000
Rep. of Moldova,Yemen,2021,8,8,8,8,160000
Nauru,Afghanistan,2021,26,26,26,26,520000
Romania,Angola,2021,7,0,7,0,140000
Romania,Bangladesh,2021,13,0,13,0,260000
Romania,Burundi,2021,8,0,8,0,160000
Romania,Cameroon,2021,24,0,24,0,480000
Romania,Central African Rep.,2021,5,0,5,0,100000
Romania,China,2021,5,0,5,0,100000
Romania,Comoros,2021,5,0,5,0,100000
Romania,"Congo, Republic of",2021,5,0,5,0,100000
Romania,Cuba,2021,8,0,8,0,160000
Romania,Dem. Rep. of the Congo,2021,15,7,15,7,300000
Romania,Egypt,2021,18,8,18,8,360000
Romania,Eritrea,2021,52,0,52,0,1040000
Romania,Ethiopia,2021,10,0,10,0,200000
Romania,Gambia,2021,5,0,5,0,100000
Romania,Guinea,2021,11,0,11,0,220000
Romania,India,2021,5,0,5,0,100000
Romania,Iran (Islamic Rep. of),2021,128,7,128,7,2560000
Romania,Iraq,2021,532,28,532,28,10640000
Romania,Jordan,2021,6,0,6,0,120000
Romania,Lebanon,2021,5,0,5,0,100000
Romania,Libya,2021,5,0,5,0,100000
Romania,Myanmar,2021,24,0,24,0,480000
Romania,Nigeria,2021,11,0,11,0,220000
Romania,Pakistan,2021,31,0,31,0,620000
Romania,Rwanda,2021,8,0,8,0,160000
Romania,Somalia,2021,208,25,208,25,4160000
Romania,State of Palestine,2021,53,0,53,0,1060000
Romania,Stateless,2021,111,0,111,0,2220000
Romania,Sudan,2021,21,6,21,6,420000
Romania,Syrian Arab Rep.,2021,2121,112,2121,112,42420000
Romania,Tunisia,2021,5,0,5,0,100000
Romania,Turkey,2021,53,5,53,5,1060000
Romania,Uganda,2021,5,0,5,0,100000
Romania,Ukraine,2021,18,0,18,0,360000
Romania,Yemen,2021,55,5,55,5,1100000
Romania,Zimbabwe,2021,5,0,5,0,100000
Serbia and Kosovo: S/RES/1244 (1999),Afghanistan,2021,28,28,28,28,560000
Russian Federation,Armenia,2021,10,10,10,10,200000
Russian Federation,Azerbaijan,2021,21,21,21,21,420000
Russian Federation,Bangladesh,2021,5,5,5,5,100000
Russian Federation,Cameroon,2021,5,5,5,5,100000
Russian Federation,China,2021,21,21,21,21,420000
Russian Federation,"Congo, Republic of",2021,5,5,5,5,100000
Russian Federation,Côte d'Ivoire,2021,5,5,5,5,100000
Russian Federation,Cuba,2021,5,5,5,5,100000
Russian Federation,Dem. People's Rep. of Korea,2021,52,52,52,52,1040000
Russian Federation,Dem. Rep. of the Congo,2021,11,11,11,11,220000
Russian Federation,Egypt,2021,5,5,5,5,100000
Russian Federation,Estonia,2021,5,5,5,5,100000
Russian Federation,Georgia,2021,137,137,137,137,2740000
Russian Federation,Germany,2021,16,0,16,0,320000
Russian Federation,Iran (Islamic Rep. of),2021,5,5,5,5,100000
Russian Federation,Iraq,2021,16,16,16,16,320000
Russian Federation,Israel,2021,5,5,5,5,100000
Russian Federation,Kazakhstan,2021,19,19,19,19,380000
Russian Federation,Kyrgyzstan,2021,31,31,31,31,620000
Russian Federation,Latvia,2021,8,8,8,8,160000
Russian Federation,Lebanon,2021,6,6,6,6,120000
Russian Federation,Lithuania,2021,5,5,5,5,100000
Russian Federation,Pakistan,2021,6,6,6,6,120000
Russian Federation,Philippines,2021,5,5,5,5,100000
Russian Federation,Rep. of Korea,2021,5,5,5,5,100000
Russian Federation,Rep. of Moldova,2021,27,27,27,27,540000
Russian Federation,State of Palestine,2021,5,5,5,5,100000
Russian Federation,Stateless,2021,37,37,37,37,740000
Russian Federation,Sudan,2021,5,5,5,5,100000
Russian Federation,Syrian Arab Rep.,2021,328,328,328,328,6560000
Russian Federation,Tajikistan,2021,41,41,41,41,820000
Russian Federation,Turkey,2021,5,5,5,5,100000
Russian Federation,Turkmenistan,2021,34,34,34,34,680000
Russian Federation,Ukraine,2021,13298,300,13298,300,265960000
Russian Federation,United States of America,2021,5,5,5,5,100000
Russian Federation,Uzbekistan,2021,87,87,87,87,1740000
Russian Federation,Yemen,2021,80,80,80,80,1600000
Rwanda,Angola,2021,9,0,9,0,180000
Rwanda,Burundi,2021,47911,235,47911,235,958220000
Rwanda,Chad,2021,6,0,6,0,120000
Rwanda,Dem. Rep. of the Congo,2021,74616,557,74616,557,1492320000
Rwanda,Eritrea,2021,140,5,140,5,2800000
Rwanda,Ethiopia,2021,6,0,6,0,120000
Rwanda,Somalia,2021,24,5,24,5,480000
Rwanda,South Sudan,2021,6,0,6,0,120000
Rwanda,Sudan,2021,88,0,88,0,1760000
Saudi Arabia,Chad,2021,9,9,9,9,180000
Saudi Arabia,China,2021,14,14,14,14,280000
Saudi Arabia,Eritrea,2021,36,36,36,36,720000
Saudi Arabia,Iraq,2021,33,33,33,33,660000
Saudi Arabia,Liberia,2021,9,9,9,9,180000
Saudi Arabia,Somalia,2021,16,16,16,16,320000
Saudi Arabia,State of Palestine,2021,9,9,9,9,180000
Saudi Arabia,Syrian Arab Rep.,2021,178,178,178,178,3560000
Saudi Arabia,Tunisia,2021,7,7,7,7,140000
Saudi Arabia,Yemen,2021,24,24,24,24,480000
Senegal,Burundi,2021,10,10,10,10,200000
Senegal,Central African Rep.,2021,198,198,198,198,3960000
Senegal,Chad,2021,5,5,5,5,100000
Senegal,Côte d'Ivoire,2021,23,23,23,23,460000
Senegal,Dem. Rep. of the Congo,2021,12,12,12,12,240000
Senegal,Gambia,2021,26,26,26,26,520000
Senegal,Liberia,2021,7,7,7,7,140000
Senegal,Mauritania,2021,14196,14196,14196,14196,283920000
Senegal,Nigeria,2021,5,5,5,5,100000
Senegal,Rwanda,2021,13,13,13,13,260000
Senegal,Sudan,2021,5,5,5,5,100000
Senegal,Turkey,2021,5,5,5,5,100000
China,Afghanistan,2021,31,31,31,31,620000
Serbia and Kosovo: S/RES/1244 (1999),Bosnia and Herzegovina,2021,7997,547,7997,547,159940000
Serbia and Kosovo: S/RES/1244 (1999),Burundi,2021,6,6,6,6,120000
Serbia and Kosovo: S/RES/1244 (1999),Croatia,2021,17336,1187,17336,1187,346720000
Serbia and Kosovo: S/RES/1244 (1999),Cuba,2021,7,7,7,7,140000
Serbia and Kosovo: S/RES/1244 (1999),Ethiopia,2021,5,5,5,5,100000
Serbia and Kosovo: S/RES/1244 (1999),Iran (Islamic Rep. of),2021,18,18,18,18,360000
Serbia and Kosovo: S/RES/1244 (1999),Iraq,2021,15,14,15,14,300000
Serbia and Kosovo: S/RES/1244 (1999),Libya,2021,46,46,46,46,920000
Serbia and Kosovo: S/RES/1244 (1999),Pakistan,2021,5,5,5,5,100000
Serbia and Kosovo: S/RES/1244 (1999),Russian Federation,2021,5,5,5,5,100000
Serbia and Kosovo: S/RES/1244 (1999),Somalia,2021,7,7,7,7,140000
Serbia and Kosovo: S/RES/1244 (1999),State of Palestine,2021,7,0,7,0,140000
Serbia and Kosovo: S/RES/1244 (1999),Sudan,2021,5,5,5,5,100000
Serbia and Kosovo: S/RES/1244 (1999),Syrian Arab Rep.,2021,44,31,44,31,880000
Serbia and Kosovo: S/RES/1244 (1999),Turkey,2021,95,0,95,0,1900000
Serbia and Kosovo: S/RES/1244 (1999),Ukraine,2021,15,15,15,15,300000
Sierra Leone,Côte d'Ivoire,2021,10,10,10,10,200000
Sierra Leone,Liberia,2021,332,332,332,332,6640000
Malaysia,Afghanistan,2021,1538,32,1538,32,30760000
Slovakia,Angola,2021,24,0,24,0,480000
Slovakia,Armenia,2021,34,0,34,0,680000
Slovakia,Bosnia and Herzegovina,2021,36,0,36,0,720000
Slovakia,Bulgaria,2021,8,0,8,0,160000
Slovakia,Burundi,2021,5,0,5,0,100000
Slovakia,Cambodia,2021,5,0,5,0,100000
